candidateId,electionId,photoFile,sourceUrl,rightHolder,rightsStatus,retrievedAt,notes
candidate-035,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-035.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-036,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-036.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-037,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-037.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-038,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-038.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-039,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-039.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-040,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-040.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-041,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-041.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-042,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-042.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-043,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-043.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-044,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-044.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-045,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-045.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-046,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-046.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-047,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-047.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-048,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-048.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-049,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-049.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-050,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-050.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-051,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-051.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-052,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-052.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-053,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-053.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-054,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-054.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-055,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-055.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-056,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-056.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-057,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-057.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-058,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-058.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-059,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-059.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-060,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-060.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-061,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-061.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-062,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-062.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-063,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-063.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-064,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-064.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-065,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-065.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-066,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-066.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-067,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-067.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-068,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-068.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-069,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-069.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-070,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-070.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-071,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-071.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-072,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-072.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-073,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-073.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-074,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-074.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-075,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-075.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-076,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-076.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-077,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-077.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-078,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-078.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-079,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-079.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-080,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-080.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-081,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-081.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-082,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-082.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-083,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-083.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-084,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-084.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-085,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-085.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-086,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-086.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-087,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-087.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-088,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-088.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-089,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-089.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-090,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-090.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-091,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-091.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-092,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-092.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-093,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-093.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-094,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-094.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-095,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-095.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-096,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-096.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-097,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-097.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-098,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-098.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-099,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-099.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-100,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-100.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-101,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-101.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-102,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-102.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-103,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-103.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-104,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-104.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-105,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-105.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
candidate-106,shugiin-51st,/data/glossary/photos/shugiin-51st/candidate-106.png,data/work/shugiin-51st-glossary-review/photos,user-confirmed local PDF source,confirmed,2026-06-01,ユーザーが権利確認済みと明示したローカルPDF由来の第51回単語帳候補者写真。秘密情報なし。
